Transaction,Amount,Time of Day,Location,Fraudulent
Withdrawal,4384,15,Gujarat,0
Purchase,1655,22,Gujarat,0
Purchase,2787,23,Gujarat,0
Purchase,2309,5,Delhi,0
Purchase,20408,4,Delhi,1
Purchase,4674,4,Mumbai,0
Transfer,2706,0,Kolkata,0
Withdrawal,1227,10,Coimbatore,0
Transfer,492,20,Thrissur,0
Purchase,2968,13,Kashmir,0
Transfer,1838,23,Gujarat,0
Transfer,572,23,Chennai,0
Withdrawal,36005,0,Gujarat,1
Purchase,3976,1,Chennai,0
Purchase,4662,7,Chennai,0
Transfer,2545,18,Mumbai,0
Transfer,4944,1,Delhi,0
Withdrawal,258,11,Mumbai,0
Transfer,3986,5,Thrissur,0
Purchase,494,20,Mumbai,0
Withdrawal,4962,16,Chennai,0
Withdrawal,3734,2,Chennai,0
Purchase,3688,17,Chennai,0
Purchase,2682,13,Delhi,0
Withdrawal,1974,13,Mumbai,0
Purchase,3510,8,Gujarat,0
Withdrawal,2650,23,Mumbai,0
Purchase,1205,12,Mumbai,0
Withdrawal,576,12,Mumbai,0
Withdrawal,1179,18,Thrissur,0
Transfer,2048,13,Chennai,0
Transfer,4366,3,Kashmir,0
Transfer,1300,13,Gujarat,0
Purchase,3087,10,Kashmir,0
Purchase,2607,14,Gujarat,0
Transfer,4579,13,Delhi,0
Purchase,4446,6,Thrissur,0
Purchase,111,9,Kashmir,0
Withdrawal,49882,2,Bangalore,1
Purchase,2650,19,Bangalore,0
Purchase,39705,0,Kashmir,1
Transfer,2138,3,Chennai,0
Transfer,3599,13,Mumbai,0
Purchase,2903,1,Bangalore,0
Withdrawal,2662,17,Gujarat,0
Withdrawal,41,9,Gujarat,0
Withdrawal,97,4,Delhi,0
Transfer,660,4,Coimbatore,0
Transfer,349,19,Kashmir,0
Purchase,2266,22,Kolkata,0
Transfer,799,6,Bangalore,0
Withdrawal,4735,14,Bangalore,0
Withdrawal,3567,16,Kolkata,0
Transfer,4321,18,Kashmir,0
Purchase,1638,23,Mumbai,0
Withdrawal,37026,1,Mumbai,1
Withdrawal,1364,23,Delhi,0
Withdrawal,4689,15,Delhi,0
Purchase,28518,18,Bangalore,1
Transfer,4489,15,Bangalore,0
Transfer,31552,23,Delhi,1
Transfer,1776,12,Gujarat,0
Withdrawal,2962,17,Kashmir,0
Purchase,4234,1,Chennai,0
Transfer,34851,23,Gujarat,1
Transfer,4803,23,Chennai,0
Withdrawal,2196,23,Kolkata,0
Withdrawal,1354,9,Chennai,0
Withdrawal,3163,11,Gujarat,0
Purchase,1003,11,Bangalore,0
Withdrawal,1753,9,Chennai,0
Withdrawal,3824,11,Gujarat,0
Withdrawal,4724,3,Chennai,0
Transfer,1291,7,Chennai,0
Withdrawal,573,15,Mumbai,0
Transfer,21095,23,Chennai,1
Purchase,1811,5,Gujarat,0
Purchase,3037,8,Kolkata,0
Transfer,3101,12,Kashmir,0
Withdrawal,2683,0,Kashmir,0
Purchase,1247,20,Mumbai,0
Transfer,24569,4,Delhi,1
Transfer,519,23,Mumbai,0
Withdrawal,4588,6,Delhi,0
Purchase,2786,8,Coimbatore,0
Withdrawal,1102,0,Kolkata,0
Purchase,1756,8,Gujarat,0
Purchase,4638,15,Coimbatore,0
Transfer,4631,4,Coimbatore,0
Withdrawal,59,16,Kashmir,0
Withdrawal,636,22,Kolkata,0
Withdrawal,4475,15,Coimbatore,0
Withdrawal,4106,3,Coimbatore,0
Transfer,1832,12,Chennai,0
Purchase,2366,17,Bangalore,0
Purchase,3144,19,Chennai,0
Withdrawal,376,2,Bangalore,0
Withdrawal,9375,2,Gujarat,1
Purchase,1280,9,Thrissur,0
Withdrawal,705,13,Coimbatore,0
Transfer,680,4,Delhi,0
Withdrawal,12,15,Chennai,0
Transfer,3989,5,Mumbai,0
Withdrawal,1781,12,Bangalore,0
Purchase,2469,22,Chennai,0
Withdrawal,2994,3,Thrissur,0
Withdrawal,3426,7,Kashmir,0
Withdrawal,4143,7,Chennai,0
Withdrawal,3981,13,Thrissur,0
Purchase,3215,10,Chennai,0
Transfer,1701,11,Kolkata,0
Withdrawal,4436,10,Mumbai,0
Purchase,2173,19,Kolkata,0
Withdrawal,1572,21,Delhi,0
Purchase,1052,0,Bangalore,0
Withdrawal,2422,2,Delhi,0
Withdrawal,3977,19,Gujarat,0
Withdrawal,845,0,Bangalore,0
Withdrawal,4092,21,Kashmir,0
Transfer,1482,14,Delhi,0
Purchase,270,21,Bangalore,0
Transfer,1375,20,Kolkata,0
Purchase,3446,4,Chennai,0
Transfer,4847,4,Chennai,0
Withdrawal,45725,23,Delhi,1
Transfer,2616,17,Coimbatore,0
Withdrawal,1697,11,Bangalore,0
Transfer,3328,1,Bangalore,0
Transfer,172,4,Coimbatore,0
Withdrawal,22358,0,Delhi,1
Purchase,3486,14,Chennai,0
Purchase,2707,0,Chennai,0
Transfer,4521,4,Kolkata,0
Purchase,4791,18,Kolkata,0
Purchase,3653,4,Chennai,0
Transfer,2292,4,Coimbatore,0
Purchase,2038,23,Mumbai,0
Withdrawal,7,17,Kolkata,0
Withdrawal,3569,0,Kashmir,0
Purchase,1560,17,Kashmir,0
Purchase,531,18,Delhi,0
Transfer,2121,3,Mumbai,0
Transfer,3791,14,Delhi,1
Purchase,4812,7,Delhi,0
Purchase,989,23,Bangalore,0
Withdrawal,4951,17,Thrissur,0
Withdrawal,45263,1,Mumbai,1
Transfer,1931,13,Delhi,0
Purchase,1108,2,Delhi,0
Transfer,4488,16,Coimbatore,0
Purchase,3109,3,Delhi,0
Withdrawal,449,0,Kashmir,0
Transfer,4520,14,Bangalore,0
Transfer,97,7,Delhi,0
Transfer,2820,20,Mumbai,0
Withdrawal,3930,0,Bangalore,0
Withdrawal,1984,22,Thrissur,0
Withdrawal,36517,1,Bangalore,1
Transfer,40801,1,Kashmir,1
Withdrawal,2117,7,Gujarat,0
Purchase,4952,1,Kolkata,0
Transfer,4579,15,Coimbatore,0
Purchase,4545,5,Bangalore,0
Withdrawal,2963,16,Coimbatore,0
Purchase,3955,6,Kashmir,0
Purchase,1722,10,Kolkata,0
Withdrawal,3868,3,Bangalore,0
Transfer,1609,19,Bangalore,0
Purchase,3267,21,Thrissur,0
Transfer,1128,16,Kashmir,0
Withdrawal,1982,5,Gujarat,0
Withdrawal,1598,15,Thrissur,0
Transfer,3342,15,Bangalore,0
Withdrawal,383,10,Thrissur,0
Purchase,4392,15,Delhi,0
Transfer,2533,20,Delhi,0
Withdrawal,1865,22,Coimbatore,0
Withdrawal,8255,1,Gujarat,1
Transfer,1499,11,Gujarat,0
Withdrawal,2362,11,Gujarat,0
Withdrawal,2583,20,Kolkata,0
Withdrawal,4290,14,Gujarat,0
Transfer,3913,10,Kolkata,0
Withdrawal,1121,4,Chennai,0
Transfer,4324,21,Delhi,0
Purchase,11099,1,Bangalore,1
Withdrawal,3712,10,Bangalore,0
Purchase,4149,5,Gujarat,0
Purchase,4361,10,Kolkata,0
Withdrawal,288,19,Kashmir,0
Transfer,4603,7,Kashmir,0
Withdrawal,3920,19,Kolkata,0
Withdrawal,3152,22,Mumbai,0
Purchase,4152,3,Thrissur,0
Transfer,1353,12,Mumbai,0
Transfer,2537,5,Bangalore,0
Transfer,4783,23,Gujarat,1
Purchase,787,3,Kolkata,0
Withdrawal,1984,14,Bangalore,0
Transfer,1005,19,Kashmir,0
Withdrawal,488,13,Delhi,0
Transfer,4459,10,Coimbatore,0
Withdrawal,1457,6,Mumbai,0
Transfer,4937,20,Chennai,0
Purchase,791,10,Mumbai,0
Purchase,3550,13,Thrissur,0
Transfer,699,3,Chennai,0
Withdrawal,3925,20,Coimbatore,0
Withdrawal,12741,8,Gujarat,1
Withdrawal,4700,2,Coimbatore,0
Withdrawal,32071,0,Bangalore,1
Purchase,40674,1,Kashmir,1
Transfer,4632,12,Coimbatore,0
Withdrawal,2537,3,Coimbatore,0
Purchase,4238,22,Delhi,0
Purchase,4829,1,Chennai,0
Transfer,4386,5,Kolkata,0
Purchase,1793,23,Thrissur,0
Transfer,4028,7,Coimbatore,0
Withdrawal,1381,4,Coimbatore,0
Withdrawal,3677,17,Mumbai,0
Purchase,2803,17,Coimbatore,0
Purchase,4918,8,Thrissur,0
Transfer,2423,19,Thrissur,0
Purchase,651,13,Kashmir,0
Transfer,27947,17,Chennai,1
Withdrawal,1406,16,Kolkata,0
Transfer,4976,3,Thrissur,0
Purchase,3935,1,Kashmir,0
Transfer,286,5,Gujarat,0
Purchase,18441,22,Kolkata,1
Transfer,1283,3,Kashmir,0
Withdrawal,660,0,Kolkata,0
Purchase,1905,15,Delhi,0
Withdrawal,4174,15,Kashmir,0
Withdrawal,1713,9,Chennai,0
Withdrawal,3839,12,Mumbai,0
Withdrawal,2445,11,Bangalore,0
Purchase,1961,19,Mumbai,0
Transfer,3889,11,Coimbatore,0
Purchase,3108,22,Kashmir,0
Transfer,2373,8,Mumbai,0
Withdrawal,4496,10,Thrissur,0
Purchase,528,19,Bangalore,0
Purchase,2330,13,Gujarat,0
Withdrawal,1078,13,Kashmir,0
Transfer,4505,15,Thrissur,0
Transfer,3407,7,Chennai,0
Withdrawal,27363,0,Delhi,1
Withdrawal,3184,6,Delhi,0
Withdrawal,701,14,Bangalore,0
Withdrawal,2927,23,Bangalore,0
Withdrawal,3833,20,Thrissur,0
Transfer,4740,0,Bangalore,0
Purchase,2005,11,Gujarat,0
Transfer,215,21,Thrissur,0
Withdrawal,4749,15,Mumbai,0
Purchase,2624,7,Chennai,0
Withdrawal,1160,21,Thrissur,0
Purchase,4453,9,Thrissur,0
Withdrawal,3847,22,Chennai,0
Purchase,2925,1,Chennai,1
Purchase,1357,4,Coimbatore,0
Withdrawal,3936,7,Coimbatore,0
Transfer,4910,7,Gujarat,0
Transfer,1689,19,Gujarat,0
Withdrawal,1557,6,Thrissur,0
Purchase,813,3,Coimbatore,0
Withdrawal,45826,3,Chennai,1
Withdrawal,4654,20,Kolkata,0
Purchase,522,19,Coimbatore,0
Purchase,2405,22,Thrissur,0
Transfer,3378,17,Gujarat,0
Transfer,1607,8,Chennai,0
Withdrawal,3975,2,Delhi,0
Purchase,945,17,Coimbatore,0
Transfer,858,6,Coimbatore,0
Withdrawal,4791,1,Thrissur,0
Withdrawal,26138,2,Mumbai,1
Withdrawal,4815,10,Coimbatore,0
Withdrawal,1312,4,Mumbai,1
Withdrawal,4509,10,Bangalore,0
Transfer,3233,10,Chennai,0
Transfer,1396,20,Chennai,0
Withdrawal,4950,7,Thrissur,0
Withdrawal,1728,1,Coimbatore,0
Transfer,63,10,Mumbai,0
Withdrawal,197,12,Kolkata,0
Purchase,2791,15,Coimbatore,0
Transfer,4352,13,Delhi,0
Withdrawal,4580,6,Kolkata,0
Transfer,1611,6,Kashmir,0
Withdrawal,12301,4,Chennai,1
Transfer,4577,23,Kashmir,0
Purchase,2116,11,Coimbatore,0
Purchase,3124,2,Delhi,0
Transfer,3868,16,Kashmir,0
Withdrawal,36959,5,Kashmir,1
Purchase,42367,4,Kashmir,1
Transfer,3921,5,Kashmir,0
Purchase,157,15,Kashmir,0
Purchase,1721,1,Mumbai,0
Transfer,4238,0,Bangalore,0
Purchase,1668,5,Kolkata,0
Transfer,46552,5,Kashmir,1
Purchase,448,21,Kashmir,0
Withdrawal,1962,16,Kashmir,0
Withdrawal,2573,21,Kolkata,0
Purchase,8934,23,Mumbai,1
Transfer,354,4,Mumbai,0
Purchase,1781,11,Kolkata,0
Transfer,448,9,Chennai,0
Purchase,4779,6,Kolkata,0
Purchase,4327,16,Delhi,0
Withdrawal,2363,0,Gujarat,0
Transfer,2814,14,Thrissur,0
Purchase,4367,3,Chennai,0
Transfer,1433,18,Kolkata,0
Withdrawal,796,15,Delhi,0
Purchase,704,10,Thrissur,0
Transfer,84,14,Delhi,0
Transfer,3624,15,Delhi,0
Transfer,2192,14,Chennai,0
Withdrawal,2986,21,Kashmir,0
Withdrawal,735,17,Gujarat,0
Transfer,4342,5,Kolkata,0
Purchase,3922,2,Gujarat,0
Purchase,348,21,Bangalore,0
Purchase,1669,17,Delhi,0
Purchase,997,13,Gujarat,0
Transfer,39861,20,Kashmir,1
Transfer,3972,10,Gujarat,0
Transfer,1334,1,Chennai,0
Transfer,20774,5,Gujarat,1
Withdrawal,1169,8,Gujarat,0
Purchase,35634,5,Delhi,1
Purchase,4453,6,Chennai,0
Transfer,194,5,Mumbai,0
Transfer,4826,10,Kashmir,0
Withdrawal,1111,14,Coimbatore,0
Withdrawal,68,6,Coimbatore,0
Transfer,2361,17,Kolkata,0
Withdrawal,4861,22,Thrissur,0
Purchase,1142,11,Thrissur,0
Transfer,3922,23,Coimbatore,0
Withdrawal,3423,19,Coimbatore,0
Transfer,344,9,Kolkata,0
Withdrawal,1699,15,Thrissur,0
Withdrawal,4541,20,Gujarat,0
Purchase,3662,14,Chennai,0
Purchase,1997,9,Thrissur,0
Withdrawal,4330,7,Kolkata,0
Withdrawal,590,14,Bangalore,0
Purchase,3551,23,Mumbai,0
Transfer,215,2,Bangalore,0
Withdrawal,4676,5,Chennai,0
Withdrawal,3722,12,Kolkata,0
Withdrawal,4412,22,Kashmir,0
Purchase,1674,14,Gujarat,0
Withdrawal,3914,0,Chennai,0
Withdrawal,229,4,Delhi,0
Withdrawal,4099,0,Bangalore,0
Purchase,1057,17,Kashmir,0
Purchase,2982,20,Coimbatore,0
Withdrawal,3762,20,Bangalore,0
Purchase,1256,0,Kashmir,0
Withdrawal,4281,17,Gujarat,0
Transfer,205,2,Kashmir,0
Withdrawal,1017,0,Bangalore,0
Purchase,1584,7,Chennai,0
Transfer,401,6,Chennai,0
Purchase,16002,0,Gujarat,1
Purchase,21211,4,Mumbai,1
Purchase,49030,0,Delhi,1
Purchase,1969,0,Kolkata,0
Withdrawal,3396,21,Coimbatore,0
Withdrawal,2413,19,Mumbai,0
Withdrawal,1225,17,Chennai,0
Purchase,1295,5,Thrissur,0
Transfer,2548,18,Delhi,0
Purchase,2593,2,Gujarat,0
Withdrawal,3339,20,Kashmir,0
Withdrawal,139,19,Chennai,0
Withdrawal,47703,2,Gujarat,1
Withdrawal,1085,14,Coimbatore,0
Withdrawal,977,1,Bangalore,0
Withdrawal,1848,12,Gujarat,0
Withdrawal,2615,23,Thrissur,0
Transfer,3315,20,Kolkata,0
Transfer,1002,19,Chennai,0
Transfer,18193,23,Bangalore,1
Purchase,1935,12,Thrissur,0
Transfer,1539,20,Chennai,0
Purchase,3065,8,Coimbatore,0
Withdrawal,872,13,Thrissur,0
Purchase,3888,2,Thrissur,0
Purchase,1964,11,Kolkata,0
Withdrawal,2269,19,Bangalore,0
Transfer,3971,2,Bangalore,0
Withdrawal,1992,22,Kashmir,0
Withdrawal,2201,18,Bangalore,0
Transfer,1185,17,Kolkata,0
Transfer,3724,20,Thrissur,0
Purchase,2920,6,Coimbatore,0
Withdrawal,1085,11,Bangalore,0
Transfer,3661,0,Kashmir,0
Transfer,1357,9,Gujarat,0
Transfer,2171,21,Bangalore,0
Transfer,2345,20,Kolkata,0
Transfer,192,21,Delhi,0
Withdrawal,4722,4,Thrissur,0
Transfer,274,1,Gujarat,0
Transfer,3040,10,Bangalore,0
Transfer,9852,3,Delhi,1
Transfer,789,6,Delhi,0
Transfer,6,7,Chennai,0
Withdrawal,2307,20,Delhi,0
Purchase,4567,6,Bangalore,0
Withdrawal,3507,21,Bangalore,0
Purchase,2563,9,Kashmir,0
Withdrawal,565,7,Chennai,0
Purchase,2377,4,Kashmir,1
Withdrawal,588,19,Kashmir,0
Withdrawal,4939,7,Thrissur,0
Purchase,2776,1,Kashmir,0
Withdrawal,691,11,Bangalore,0
Purchase,1027,21,Delhi,0
Withdrawal,4369,20,Mumbai,0
Transfer,2429,11,Mumbai,0
Withdrawal,4437,9,Thrissur,0
Transfer,3208,16,Mumbai,0
Withdrawal,3129,9,Kashmir,0
Purchase,31195,3,Kolkata,1
Purchase,4992,0,Mumbai,0
Withdrawal,444,3,Gujarat,0
Purchase,2834,11,Coimbatore,0
Transfer,2960,3,Coimbatore,0
Transfer,5187,23,Delhi,1
Transfer,4232,12,Kashmir,0
Withdrawal,1655,7,Chennai,0
Withdrawal,1697,0,Mumbai,0
Transfer,895,14,Kashmir,0
Withdrawal,1983,9,Mumbai,0
Withdrawal,4849,5,Delhi,0
Withdrawal,1997,17,Thrissur,0
Withdrawal,4021,22,Kashmir,0
Withdrawal,178,15,Chennai,0
Purchase,4744,16,Kolkata,0
Purchase,4028,19,Gujarat,0
Withdrawal,1626,12,Kolkata,0
Purchase,4260,12,Thrissur,0
Purchase,17914,3,Kolkata,1
Withdrawal,4212,12,Coimbatore,0
Transfer,1676,14,Thrissur,0
Purchase,751,19,Coimbatore,0
Purchase,3361,11,Bangalore,0
Transfer,3950,16,Thrissur,0
Transfer,3168,12,Gujarat,0
Withdrawal,4663,16,Bangalore,0
Withdrawal,2598,14,Coimbatore,0
Withdrawal,4271,10,Gujarat,0
Purchase,4645,12,Kashmir,0
Transfer,15195,23,Mumbai,1
Withdrawal,4976,11,Kolkata,0
Purchase,1670,3,Bangalore,0
Withdrawal,928,16,Thrissur,0
Purchase,36990,1,Mumbai,1
Transfer,2728,12,Mumbai,0
Withdrawal,901,14,Thrissur,0
Purchase,12375,2,Chennai,1
Transfer,3508,10,Coimbatore,0
Withdrawal,877,4,Delhi,0
Transfer,1062,12,Delhi,0
Transfer,2675,21,Gujarat,0
Withdrawal,2127,8,Kashmir,0
Withdrawal,4887,19,Bangalore,0
Transfer,12742,17,Chennai,1
Transfer,3871,3,Gujarat,0
Purchase,2981,16,Chennai,0
Purchase,167,17,Kashmir,0
Purchase,298,2,Coimbatore,0
Transfer,844,12,Mumbai,0
Purchase,3235,3,Mumbai,0
Transfer,1688,9,Gujarat,0
Transfer,2752,6,Coimbatore,0
Purchase,3193,11,Gujarat,0
Transfer,2244,6,Chennai,0
Withdrawal,2165,18,Kashmir,0
Withdrawal,2665,11,Mumbai,0
Transfer,3380,19,Thrissur,0
Purchase,3921,9,Mumbai,0
Transfer,2025,0,Delhi,0
Purchase,5000,10,Bangalore,0
Transfer,4242,5,Mumbai,0
Transfer,3393,19,Thrissur,0
Purchase,977,15,Delhi,0
Transfer,1019,15,Thrissur,0
Transfer,255,18,Bangalore,0
Purchase,3156,13,Bangalore,0
Transfer,4580,16,Mumbai,0
Transfer,3229,17,Bangalore,0
Purchase,865,0,Kashmir,0
Transfer,2929,20,Coimbatore,0
Withdrawal,301,0,Bangalore,0
Withdrawal,422,5,Kolkata,0
Transfer,2304,2,Delhi,0
Transfer,604,17,Chennai,0
Withdrawal,462,3,Bangalore,0
Purchase,4168,13,Bangalore,0
Withdrawal,3420,23,Kashmir,0
Purchase,3062,8,Chennai,0
Withdrawal,3446,9,Delhi,0
Purchase,1369,17,Chennai,0
Withdrawal,2363,16,Chennai,0
Withdrawal,2776,22,Chennai,0
Purchase,15023,2,Kolkata,1
Transfer,1090,18,Gujarat,0
Purchase,3962,7,Mumbai,0
Purchase,1350,1,Bangalore,0
Purchase,2712,16,Delhi,0
Withdrawal,3578,14,Kashmir,0
Purchase,4982,13,Thrissur,0
Transfer,1759,7,Kolkata,0
Transfer,1854,20,Mumbai,0
Transfer,3781,3,Coimbatore,0
Purchase,25737,16,Mumbai,1
Withdrawal,1782,21,Bangalore,0
Purchase,1286,9,Gujarat,0
Purchase,208,5,Chennai,1
Transfer,3533,18,Bangalore,0
Withdrawal,1937,15,Coimbatore,0
Transfer,3308,17,Thrissur,0
Withdrawal,4386,7,Coimbatore,0
Purchase,4431,17,Thrissur,0
Withdrawal,465,12,Coimbatore,0
Transfer,3320,1,Chennai,0
Transfer,1977,19,Bangalore,0
Withdrawal,1672,4,Gujarat,0
Purchase,3391,3,Delhi,0
Purchase,321,4,Delhi,0
Purchase,3868,2,Thrissur,0
Purchase,5905,5,Kolkata,1
Transfer,18838,0,Bangalore,1
Transfer,2118,19,Bangalore,0
Purchase,27391,19,Delhi,1
Purchase,4546,22,Chennai,0
Withdrawal,3266,11,Mumbai,0
Purchase,3430,12,Delhi,0
Withdrawal,1894,11,Kolkata,0
Transfer,2608,8,Chennai,0
Purchase,268,5,Gujarat,0
Purchase,1253,9,Delhi,0
Withdrawal,4841,12,Mumbai,0
Withdrawal,3241,15,Coimbatore,0
Transfer,4672,2,Chennai,0
Withdrawal,4135,13,Mumbai,0
Withdrawal,4066,5,Bangalore,0
Purchase,2253,4,Gujarat,0
Purchase,1542,14,Coimbatore,0
Withdrawal,4767,8,Mumbai,0
Purchase,42911,3,Kashmir,1
Transfer,1247,10,Kashmir,0
Purchase,492,14,Bangalore,0
Purchase,3356,11,Delhi,0
Withdrawal,4870,20,Kolkata,0
Purchase,2905,23,Gujarat,0
Purchase,2402,18,Bangalore,0
Transfer,3403,7,Mumbai,0
Withdrawal,1863,9,Mumbai,0
Purchase,39279,4,Delhi,1
Transfer,2849,8,Bangalore,0
Withdrawal,707,16,Delhi,0
Purchase,1956,15,Chennai,0
Withdrawal,3374,22,Delhi,0
Withdrawal,3196,22,Coimbatore,0
Withdrawal,2529,15,Bangalore,0
Transfer,1241,8,Chennai,0
Transfer,2578,5,Kashmir,0
Transfer,4226,12,Coimbatore,0
Purchase,2871,12,Kolkata,0
Purchase,1791,20,Mumbai,0
Transfer,3503,5,Kolkata,0
Withdrawal,40112,23,Mumbai,1
Purchase,4445,13,Coimbatore,0
Withdrawal,881,20,Thrissur,0
Purchase,4882,16,Bangalore,0
Transfer,1337,21,Kashmir,0
Transfer,1129,5,Gujarat,0
Withdrawal,4883,18,Bangalore,0
Transfer,240,22,Thrissur,0
Transfer,984,18,Gujarat,0
Transfer,47121,23,Kashmir,1
Purchase,1318,10,Thrissur,0
Withdrawal,512,2,Gujarat,0
Purchase,30126,12,Kashmir,1
Withdrawal,4166,17,Coimbatore,0
Withdrawal,3166,19,Thrissur,0
Transfer,2978,9,Thrissur,0
Purchase,1607,19,Chennai,0
Purchase,309,7,Gujarat,0
Withdrawal,532,18,Bangalore,0
Withdrawal,3306,4,Bangalore,0
Purchase,1607,21,Kolkata,0
Transfer,1401,8,Kashmir,0
Transfer,4438,8,Bangalore,0
Transfer,3469,9,Chennai,0
Transfer,1292,16,Bangalore,0
Transfer,4451,1,Chennai,0
Withdrawal,182,18,Thrissur,0
Purchase,989,0,Bangalore,0
Purchase,955,5,Thrissur,0
Withdrawal,1209,0,Delhi,0
Purchase,1281,18,Thrissur,0
Transfer,1386,12,Kolkata,0
Purchase,1682,15,Thrissur,0
Purchase,40054,1,Kashmir,1
Purchase,4033,15,Mumbai,0
Purchase,1411,8,Delhi,0
Withdrawal,340,22,Kolkata,0
Purchase,4458,23,Thrissur,0
Transfer,863,10,Mumbai,0
Withdrawal,4574,3,Kolkata,0
Purchase,2092,5,Bangalore,0
Withdrawal,3145,21,Bangalore,0
Purchase,1689,3,Mumbai,0
Purchase,2590,6,Gujarat,0
Withdrawal,2332,18,Gujarat,0
Withdrawal,32068,4,Bangalore,1
Withdrawal,1426,14,Thrissur,0
Withdrawal,2005,2,Chennai,0
Purchase,892,6,Thrissur,0
Withdrawal,3385,10,Bangalore,0
Purchase,4113,3,Coimbatore,0
Withdrawal,1696,14,Bangalore,0
Withdrawal,4856,15,Gujarat,0
Withdrawal,468,1,Bangalore,0
Transfer,2303,16,Thrissur,0
Withdrawal,4310,5,Chennai,0
Transfer,2656,4,Kashmir,0
Withdrawal,2596,18,Gujarat,0
Purchase,1428,12,Thrissur,0
Transfer,45199,23,Kashmir,1
Transfer,2732,9,Chennai,0
Purchase,170,7,Coimbatore,0
Withdrawal,3111,13,Chennai,0
Transfer,395,12,Thrissur,0
Withdrawal,3875,1,Chennai,0
Transfer,2258,0,Chennai,0
Purchase,4078,23,Gujarat,0
Transfer,2073,11,Mumbai,0
Withdrawal,3647,12,Gujarat,0
Purchase,4800,14,Kolkata,0
Transfer,2900,12,Thrissur,0
Purchase,2099,0,Chennai,0
Purchase,4206,14,Kolkata,0
Transfer,2901,9,Delhi,0
Purchase,28434,3,Kashmir,1
Purchase,1455,13,Kashmir,0
Purchase,3920,12,Bangalore,0
Withdrawal,3166,3,Gujarat,0
Transfer,3687,11,Thrissur,0
Withdrawal,4911,0,Bangalore,0
Purchase,551,1,Thrissur,0
Withdrawal,1781,9,Kolkata,0
Purchase,107,14,Mumbai,0
Withdrawal,19,18,Gujarat,0
Withdrawal,3716,21,Kolkata,0
Purchase,211,10,Gujarat,0
Purchase,3608,13,Chennai,0
Transfer,1736,15,Bangalore,0
Withdrawal,3543,0,Thrissur,0
Transfer,3494,17,Gujarat,0
Withdrawal,716,14,Chennai,0
Withdrawal,4577,22,Mumbai,0
Transfer,1868,13,Chennai,0
Transfer,2720,7,Gujarat,0
Transfer,3733,5,Bangalore,0
Purchase,304,10,Kashmir,0
Withdrawal,26292,1,Gujarat,1
Withdrawal,2516,11,Coimbatore,0
Purchase,161,20,Coimbatore,0
Purchase,1058,8,Thrissur,0
Transfer,2032,8,Kolkata,0
Withdrawal,32,3,Bangalore,0
Transfer,801,3,Kolkata,0
Withdrawal,3287,18,Mumbai,0
Purchase,4346,16,Thrissur,0
Withdrawal,4239,1,Chennai,0
Purchase,2486,21,Mumbai,0
Transfer,2421,12,Delhi,0
Withdrawal,3138,23,Delhi,0
Purchase,4940,14,Coimbatore,0
Withdrawal,3601,10,Gujarat,0
Withdrawal,4924,19,Chennai,0
Withdrawal,508,2,Mumbai,0
Transfer,4811,20,Mumbai,0
Transfer,3037,18,Bangalore,0
Purchase,2034,0,Delhi,0
Purchase,4142,23,Thrissur,0
Transfer,4826,11,Bangalore,0
Transfer,4915,22,Coimbatore,0
Purchase,2079,7,Kolkata,0
Withdrawal,3919,1,Delhi,0
Transfer,1219,1,Gujarat,0
Withdrawal,3699,13,Delhi,0
Transfer,937,2,Bangalore,0
Transfer,2842,22,Kashmir,0
Transfer,4748,13,Delhi,0
Transfer,2861,13,Bangalore,0
Transfer,2395,0,Gujarat,0
Purchase,1632,18,Delhi,0
Withdrawal,3404,3,Bangalore,0
Transfer,4712,19,Chennai,0
Withdrawal,1743,10,Delhi,0
Purchase,47811,2,Mumbai,1
Withdrawal,106,21,Gujarat,0
Purchase,3182,8,Coimbatore,0
Withdrawal,2414,20,Mumbai,0
Purchase,2197,2,Mumbai,0
Purchase,1805,1,Kolkata,0
Withdrawal,2042,5,Thrissur,0
Withdrawal,1782,10,Thrissur,0
Transfer,2261,9,Gujarat,0
Withdrawal,26542,2,Chennai,1
Withdrawal,2605,15,Bangalore,0
Purchase,67,1,Chennai,1
Withdrawal,2042,6,Kashmir,0
Withdrawal,2772,6,Kolkata,0
Withdrawal,3976,21,Chennai,0
Transfer,1871,21,Kolkata,0
Transfer,3465,22,Thrissur,0
Purchase,2744,12,Chennai,0
Withdrawal,1526,19,Thrissur,0
Purchase,4657,12,Coimbatore,0
Transfer,14136,3,Bangalore,1
Purchase,1169,17,Kolkata,0
Purchase,1395,1,Delhi,0
Purchase,4052,19,Delhi,0
Purchase,4711,19,Mumbai,0
Withdrawal,35382,2,Mumbai,1
Transfer,110,8,Thrissur,0
Transfer,749,6,Chennai,0
Purchase,1252,4,Chennai,0
Transfer,431,7,Kashmir,0
Transfer,1353,21,Bangalore,0
Purchase,3549,15,Chennai,0
Withdrawal,4809,3,Coimbatore,0
Transfer,3970,3,Gujarat,0
Purchase,1471,9,Coimbatore,0
Transfer,1670,21,Mumbai,0
Purchase,1659,10,Delhi,0
Purchase,3046,3,Thrissur,0
Withdrawal,2253,0,Delhi,0
Withdrawal,44856,17,Delhi,1
Withdrawal,1317,14,Kolkata,0
Purchase,1181,8,Delhi,0
Purchase,971,0,Thrissur,0
Transfer,1522,11,Gujarat,0
Purchase,451,3,Mumbai,0
